x_turning,y_turning,angle_turning
-1.0,-4.0,-242.0
0.05782413,-5.849833,-248.0
1.556441,-9.158589,-236.0
3.957584,-12.60648,-224.0
7.288548,-15.41726,-194.0
11.48309,-16.40754,-164.0
15.58097,-15.19935,-134.0001
18.51483,-12.11278,-104.0001
19.50965,-7.976333,-74.00015
18.97619,-3.638064,-80.00015
18.50414,0.8378199,-91.95093
18.9155,5.289,-109.3698
20.3263,9.568098,-115.279
21.99446,13.79514,269.25435844288575
23.623193822673485,17.62119458497347,224.62717922144287
27.47012,19.2,180.0
