x_turning,y_turning,angle_turning
-1.0,3.0,-241.0
-0.4022541,2.379052,-220.0
2.191177,0.6961813,-190.0
6.083937,0.2072974,-160.0001
9.967028,1.716831,-136.0001
13.25297,4.576382,-118.0001
15.71181,8.277455,-124.0001
18.31438,11.96651,-129.9935
21.21481,15.46162,241.7278692153951
23.826482112513787,18.194187429774765,210.86393460769756
27.47012,19.2,180.0
